ErrorID,ErrorCode,StationID,PointID,Severity,Description,OccurredAt,ResolvedAt,ResolvedBy,IsActive
840,"ERR-00840",1,1,"High","Mat ket noi voi bo dieu khien cong sac","2025-09-24T22:27:39.3645313","2025-09-26T02:27:39.3645313",36,0
841,"ERR-00841",1,2,"Low","Can hieu chuan lai cam bien trang thai dau sac","2025-10-05T22:27:39.3645313","2025-10-07T03:27:39.3645313",9,0
842,"ERR-00842",3,3,"Low","Can hieu chuan lai cam bien trang thai dau sac","2025-10-16T22:27:39.3645313","2025-10-18T04:27:39.3645313",10,0
843,"ERR-00843",3,4,"Medium","Dong dien dao dong bat thuong trong gio cao diem","2025-10-27T22:27:39.3645313","2025-10-29T05:27:39.3645313",11,0
844,"ERR-00844",5,5,"Low","Can hieu chuan lai cam bien trang thai dau sac","2025-11-07T22:27:39.3645313","2025-11-09T06:27:39.3645313",12,0
845,"ERR-00845",5,6,"Low","Can hieu chuan lai cam bien trang thai dau sac","2025-11-18T22:27:39.3645313","2025-11-20T07:27:39.3645313",13,0
846,"ERR-00846",6,7,"Medium","Dong dien dao dong bat thuong trong gio cao diem","2025-11-29T22:27:39.3645313",,,1
847,"ERR-00847",6,8,"High","Mat ket noi voi bo dieu khien cong sac","2025-12-10T22:27:39.3645313","2025-12-12T09:27:39.3645313",15,0
848,"ERR-00848",10,9,"Low","Can hieu chuan lai cam bien trang thai dau sac","2025-12-21T22:27:39.3645313","2025-12-23T10:27:39.3645313",16,0
849,"ERR-00849",10,10,"Medium","Dong dien dao dong bat thuong trong gio cao diem","2026-01-01T22:27:39.3645313","2026-01-03T11:27:39.3645313",17,0
850,"ERR-00850",12,11,"Critical","Nhiet do dau sac vuot nguong, tam dung phien sac de kiem tra","2026-01-12T22:27:39.3645313","2026-01-14T12:27:39.3645313",18,0
851,"ERR-00851",12,12,"Low","Can hieu chuan lai cam bien trang thai dau sac","2026-01-23T22:27:39.3645313","2026-01-25T13:27:39.3645313",19,0
852,"ERR-00852",14,13,"Medium","Dong dien dao dong bat thuong trong gio cao diem","2026-02-03T22:27:39.3645313","2026-02-05T14:27:39.3645313",20,0
853,"ERR-00853",14,14,"Low","Can hieu chuan lai cam bien trang thai dau sac","2026-02-14T22:27:39.3645313","2026-02-16T15:27:39.3645313",21,0
854,"ERR-00854",16,15,"High","Mat ket noi voi bo dieu khien cong sac","2026-02-25T22:27:39.3645313","2026-02-27T16:27:39.3645313",22,0
855,"ERR-00855",16,16,"Medium","Dong dien dao dong bat thuong trong gio cao diem","2026-03-08T22:27:39.3645313",,,1
856,"ERR-00856",18,17,"Low","Can hieu chuan lai cam bien trang thai dau sac","2026-03-19T22:27:39.3645313","2026-03-21T18:27:39.3645313",24,0
857,"ERR-00857",18,18,"Low","Can hieu chuan lai cam bien trang thai dau sac","2026-03-30T22:27:39.3645313","2026-04-01T19:27:39.3645313",25,0
858,"ERR-00858",21,19,"Medium","Dong dien dao dong bat thuong trong gio cao diem","2026-04-10T22:27:39.3645313","2026-04-12T20:27:39.3645313",26,0
859,"ERR-00859",21,20,"Low","Can hieu chuan lai cam bien trang thai dau sac","2026-04-21T22:27:39.3645313","2026-04-23T21:27:39.3645313",27,0
860,"ERR-00860",23,21,"Low","Can hieu chuan lai cam bien trang thai dau sac","2026-05-02T22:27:39.3645313","2026-05-04T22:27:39.3645313",28,0
861,"ERR-00861",23,22,"High","Mat ket noi voi bo dieu khien cong sac","2026-05-13T22:27:39.3645313","2026-05-15T23:27:39.3645313",29,0
862,"ERR-00862",24,23,"Low","Can hieu chuan lai cam bien trang thai dau sac","2026-05-24T22:27:39.3645313","2026-05-27T00:27:39.3645313",30,0
863,"ERR-00863",24,24,"Low","Can hieu chuan lai cam bien trang thai dau sac","2024-06-04T22:27:39.3645313","2024-06-07T01:27:39.3645313",31,0
864,"ERR-00864",26,25,"Medium","Dong dien dao dong bat thuong trong gio cao diem","2024-06-15T22:27:39.3645313",,,1
865,"ERR-00865",26,26,"Low","Can hieu chuan lai cam bien trang thai dau sac","2024-06-26T22:27:39.3645313","2024-06-27T03:27:39.3645313",33,0
866,"ERR-00866",30,27,"Low","Can hieu chuan lai cam bien trang thai dau sac","2024-07-07T22:27:39.3645313","2024-07-08T04:27:39.3645313",34,0
867,"ERR-00867",30,28,"Critical","Nhiet do dau sac vuot nguong, tam dung phien sac de kiem tra","2024-07-18T22:27:39.3645313","2024-07-19T05:27:39.3645313",35,0
868,"ERR-00868",32,29,"High","Mat ket noi voi bo dieu khien cong sac","2024-07-29T22:27:39.3645313","2024-07-30T06:27:39.3645313",36,0
869,"ERR-00869",32,30,"Low","Can hieu chuan lai cam bien trang thai dau sac","2024-08-09T22:27:39.3645313","2024-08-10T07:27:39.3645313",9,0
870,"ERR-00870",34,31,"Medium","Dong dien dao dong bat thuong trong gio cao diem","2024-08-20T22:27:39.3645313","2024-08-21T08:27:39.3645313",10,0
871,"ERR-00871",34,32,"Low","Can hieu chuan lai cam bien trang thai dau sac","2024-08-31T22:27:39.3645313","2024-09-01T09:27:39.3645313",11,0
872,"ERR-00872",35,33,"Low","Can hieu chuan lai cam bien trang thai dau sac","2024-09-11T22:27:39.3645313","2024-09-12T10:27:39.3645313",12,0
873,"ERR-00873",35,34,"Medium","Dong dien dao dong bat thuong trong gio cao diem","2024-09-22T22:27:39.3645313",,,1
874,"ERR-00874",37,35,"Low","Can hieu chuan lai cam bien trang thai dau sac","2024-10-03T22:27:39.3645313","2024-10-04T12:27:39.3645313",14,0
875,"ERR-00875",37,36,"High","Mat ket noi voi bo dieu khien cong sac","2024-10-14T22:27:39.3645313","2024-10-15T13:27:39.3645313",15,0
876,"ERR-00876",39,37,"Medium","Dong dien dao dong bat thuong trong gio cao diem","2024-10-25T22:27:39.3645313","2024-10-26T14:27:39.3645313",16,0
877,"ERR-00877",39,38,"Low","Can hieu chuan lai cam bien trang thai dau sac","2024-11-05T22:27:39.3645313","2024-11-06T15:27:39.3645313",17,0
878,"ERR-00878",42,39,"Low","Can hieu chuan lai cam bien trang thai dau sac","2024-11-16T22:27:39.3645313","2024-11-17T16:27:39.3645313",18,0
879,"ERR-00879",42,40,"Medium","Dong dien dao dong bat thuong trong gio cao diem","2024-11-27T22:27:39.3645313","2024-11-28T17:27:39.3645313",19,0
880,"ERR-00880",44,41,"Low","Can hieu chuan lai cam bien trang thai dau sac","2024-12-08T22:27:39.3645313","2024-12-09T18:27:39.3645313",20,0
881,"ERR-00881",44,42,"Low","Can hieu chuan lai cam bien trang thai dau sac","2024-12-19T22:27:39.3645313","2024-12-20T19:27:39.3645313",21,0
882,"ERR-00882",46,43,"High","Mat ket noi voi bo dieu khien cong sac","2024-12-30T22:27:39.3645313",,,1
883,"ERR-00883",46,44,"Low","Can hieu chuan lai cam bien trang thai dau sac","2025-01-10T22:27:39.3645313","2025-01-11T21:27:39.3645313",23,0
884,"ERR-00884",50,45,"Critical","Nhiet do dau sac vuot nguong, tam dung phien sac de kiem tra","2025-01-21T22:27:39.3645313","2025-01-22T22:27:39.3645313",24,0
885,"ERR-00885",50,46,"Medium","Dong dien dao dong bat thuong trong gio cao diem","2025-02-01T22:27:39.3645313","2025-02-02T23:27:39.3645313",25,0
886,"ERR-00886",52,47,"Low","Can hieu chuan lai cam bien trang thai dau sac","2025-02-12T22:27:39.3645313","2025-02-14T00:27:39.3645313",26,0
887,"ERR-00887",52,48,"Low","Can hieu chuan lai cam bien trang thai dau sac","2025-02-23T22:27:39.3645313","2025-02-25T01:27:39.3645313",27,0
888,"ERR-00888",55,49,"Medium","Dong dien dao dong bat thuong trong gio cao diem","2025-03-06T22:27:39.3645313","2025-03-08T02:27:39.3645313",28,0
889,"ERR-00889",55,50,"High","Mat ket noi voi bo dieu khien cong sac","2025-03-17T22:27:39.3645313","2025-03-19T03:27:39.3645313",29,0
890,"ERR-00890",57,51,"Low","Can hieu chuan lai cam bien trang thai dau sac","2025-03-28T22:27:39.3645313","2025-03-30T04:27:39.3645313",30,0
891,"ERR-00891",57,52,"Medium","Dong dien dao dong bat thuong trong gio cao diem","2025-04-08T22:27:39.3645313",,,1
892,"ERR-00892",60,53,"Low","Can hieu chuan lai cam bien trang thai dau sac","2025-04-19T22:27:39.3645313","2025-04-21T06:27:39.3645313",32,0
893,"ERR-00893",60,54,"Low","Can hieu chuan lai cam bien trang thai dau sac","2025-04-30T22:27:39.3645313","2025-05-02T07:27:39.3645313",33,0
894,"ERR-00894",62,55,"Medium","Dong dien dao dong bat thuong trong gio cao diem","2025-05-11T22:27:39.3645313","2025-05-13T08:27:39.3645313",34,0
895,"ERR-00895",62,56,"Low","Can hieu chuan lai cam bien trang thai dau sac","2025-05-22T22:27:39.3645313","2025-05-24T09:27:39.3645313",35,0
896,"ERR-00896",65,57,"High","Mat ket noi voi bo dieu khien cong sac","2025-06-02T22:27:39.3645313","2025-06-04T10:27:39.3645313",36,0
897,"ERR-00897",65,58,"Medium","Dong dien dao dong bat thuong trong gio cao diem","2025-06-13T22:27:39.3645313","2025-06-15T11:27:39.3645313",9,0
898,"ERR-00898",67,59,"Low","Can hieu chuan lai cam bien trang thai dau sac","2025-06-24T22:27:39.3645313","2025-06-26T12:27:39.3645313",10,0
899,"ERR-00899",67,60,"Low","Can hieu chuan lai cam bien trang thai dau sac","2025-07-05T22:27:39.3645313","2025-07-07T13:27:39.3645313",11,0
900,"ERR-00900",70,61,"Medium","Dong dien dao dong bat thuong trong gio cao diem","2025-07-16T22:27:39.3645313",,,1
901,"ERR-00901",70,62,"Critical","Nhiet do dau sac vuot nguong, tam dung phien sac de kiem tra","2025-07-27T22:27:39.3645313","2025-07-29T15:27:39.3645313",13,0
902,"ERR-00902",73,63,"Low","Can hieu chuan lai cam bien trang thai dau sac","2025-08-07T22:27:39.3645313","2025-08-09T16:27:39.3645313",14,0
903,"ERR-00903",73,64,"High","Mat ket noi voi bo dieu khien cong sac","2025-08-18T22:27:39.3645313","2025-08-20T17:27:39.3645313",15,0
904,"ERR-00904",75,65,"Low","Can hieu chuan lai cam bien trang thai dau sac","2025-08-29T22:27:39.3645313","2025-08-31T18:27:39.3645313",16,0
905,"ERR-00905",75,66,"Low","Can hieu chuan lai cam bien trang thai dau sac","2025-09-09T22:27:39.3645313","2025-09-11T19:27:39.3645313",17,0
906,"ERR-00906",76,67,"Medium","Dong dien dao dong bat thuong trong gio cao diem","2025-09-20T22:27:39.3645313","2025-09-22T20:27:39.3645313",18,0
907,"ERR-00907",76,68,"Low","Can hieu chuan lai cam bien trang thai dau sac","2025-10-01T22:27:39.3645313","2025-10-03T21:27:39.3645313",19,0
908,"ERR-00908",78,69,"Low","Can hieu chuan lai cam bien trang thai dau sac","2025-10-12T22:27:39.3645313","2025-10-14T22:27:39.3645313",20,0
909,"ERR-00909",78,70,"Medium","Dong dien dao dong bat thuong trong gio cao diem","2025-10-23T22:27:39.3645313",,,1
910,"ERR-00910",81,71,"High","Mat ket noi voi bo dieu khien cong sac","2025-11-03T22:27:39.3645313","2025-11-06T00:27:39.3645313",22,0
911,"ERR-00911",81,72,"Low","Can hieu chuan lai cam bien trang thai dau sac","2025-11-14T22:27:39.3645313","2025-11-17T01:27:39.3645313",23,0
912,"ERR-00912",83,73,"Medium","Dong dien dao dong bat thuong trong gio cao diem","2025-11-25T22:27:39.3645313","2025-11-26T02:27:39.3645313",24,0
913,"ERR-00913",83,74,"Low","Can hieu chuan lai cam bien trang thai dau sac","2025-12-06T22:27:39.3645313","2025-12-07T03:27:39.3645313",25,0
914,"ERR-00914",85,75,"Low","Can hieu chuan lai cam bien trang thai dau sac","2025-12-17T22:27:39.3645313","2025-12-18T04:27:39.3645313",26,0
915,"ERR-00915",85,76,"Medium","Dong dien dao dong bat thuong trong gio cao diem","2025-12-28T22:27:39.3645313","2025-12-29T05:27:39.3645313",27,0
916,"ERR-00916",87,77,"Low","Can hieu chuan lai cam bien trang thai dau sac","2026-01-08T22:27:39.3645313","2026-01-09T06:27:39.3645313",28,0
917,"ERR-00917",87,78,"High","Mat ket noi voi bo dieu khien cong sac","2026-01-19T22:27:39.3645313","2026-01-20T07:27:39.3645313",29,0
918,"ERR-00918",91,79,"Critical","Nhiet do dau sac vuot nguong, tam dung phien sac de kiem tra","2026-01-30T22:27:39.3645313",,,1
919,"ERR-00919",91,80,"Low","Can hieu chuan lai cam bien trang thai dau sac","2026-02-10T22:27:39.3645313","2026-02-11T09:27:39.3645313",31,0
920,"ERR-00920",93,81,"Low","Can hieu chuan lai cam bien trang thai dau sac","2026-02-21T22:27:39.3645313","2026-02-22T10:27:39.3645313",32,0
921,"ERR-00921",93,82,"Medium","Dong dien dao dong bat thuong trong gio cao diem","2026-03-04T22:27:39.3645313","2026-03-05T11:27:39.3645313",33,0
922,"ERR-00922",95,83,"Low","Can hieu chuan lai cam bien trang thai dau sac","2026-03-15T22:27:39.3645313","2026-03-16T12:27:39.3645313",34,0
923,"ERR-00923",95,84,"Low","Can hieu chuan lai cam bien trang thai dau sac","2026-03-26T22:27:39.3645313","2026-03-27T13:27:39.3645313",35,0
924,"ERR-00924",97,85,"High","Mat ket noi voi bo dieu khien cong sac","2026-04-06T22:27:39.3645313","2026-04-07T14:27:39.3645313",36,0
925,"ERR-00925",97,86,"Low","Can hieu chuan lai cam bien trang thai dau sac","2026-04-17T22:27:39.3645313","2026-04-18T15:27:39.3645313",9,0
926,"ERR-00926",99,87,"Low","Can hieu chuan lai cam bien trang thai dau sac","2026-04-28T22:27:39.3645313","2026-04-29T16:27:39.3645313",10,0
927,"ERR-00927",99,88,"Medium","Dong dien dao dong bat thuong trong gio cao diem","2026-05-09T22:27:39.3645313",,,1
928,"ERR-00928",100,89,"Low","Can hieu chuan lai cam bien trang thai dau sac","2026-05-20T22:27:39.3645313","2026-05-21T18:27:39.3645313",12,0
929,"ERR-00929",100,90,"Low","Can hieu chuan lai cam bien trang thai dau sac","2026-05-31T22:27:39.3645313","2026-06-01T19:27:39.3645313",13,0
930,"ERR-00930",100,91,"Medium","Dong dien dao dong bat thuong trong gio cao diem","2024-06-11T22:27:39.3645313","2024-06-12T20:27:39.3645313",14,0
931,"ERR-00931",96,92,"High","Mat ket noi voi bo dieu khien cong sac","2024-06-22T22:27:39.3645313","2024-06-23T21:27:39.3645313",15,0
932,"ERR-00932",96,93,"Low","Can hieu chuan lai cam bien trang thai dau sac","2024-07-03T22:27:39.3645313","2024-07-04T22:27:39.3645313",16,0
933,"ERR-00933",96,94,"Medium","Dong dien dao dong bat thuong trong gio cao diem","2024-07-14T22:27:39.3645313","2024-07-15T23:27:39.3645313",17,0
934,"ERR-00934",94,95,"Low","Can hieu chuan lai cam bien trang thai dau sac","2024-07-25T22:27:39.3645313","2024-07-27T00:27:39.3645313",18,0
935,"ERR-00935",94,96,"Critical","Nhiet do dau sac vuot nguong, tam dung phien sac de kiem tra","2024-08-05T22:27:39.3645313","2024-08-07T01:27:39.3645313",19,0
936,"ERR-00936",94,97,"Medium","Dong dien dao dong bat thuong trong gio cao diem","2024-08-16T22:27:39.3645313",,,1
937,"ERR-00937",92,98,"Low","Can hieu chuan lai cam bien trang thai dau sac","2024-08-27T22:27:39.3645313","2024-08-29T03:27:39.3645313",21,0
938,"ERR-00938",92,99,"High","Mat ket noi voi bo dieu khien cong sac","2024-09-07T22:27:39.3645313","2024-09-09T04:27:39.3645313",22,0
939,"ERR-00939",92,100,"Medium","Dong dien dao dong bat thuong trong gio cao diem","2024-09-18T22:27:39.3645313","2024-09-20T05:27:39.3645313",23,0
940,"ERR-00940",69,101,"Low","Can hieu chuan lai cam bien trang thai dau sac","2024-09-29T22:27:39.3645313","2024-10-01T06:27:39.3645313",24,0
941,"ERR-00941",69,102,"Low","Can hieu chuan lai cam bien trang thai dau sac","2024-10-10T22:27:39.3645313","2024-10-12T07:27:39.3645313",25,0
942,"ERR-00942",69,103,"Medium","Dong dien dao dong bat thuong trong gio cao diem","2024-10-21T22:27:39.3645313","2024-10-23T08:27:39.3645313",26,0
943,"ERR-00943",90,104,"Low","Can hieu chuan lai cam bien trang thai dau sac","2024-11-01T22:27:39.3645313","2024-11-03T09:27:39.3645313",27,0
944,"ERR-00944",90,105,"Low","Can hieu chuan lai cam bien trang thai dau sac","2024-11-12T22:27:39.3645313","2024-11-14T10:27:39.3645313",28,0
945,"ERR-00945",90,106,"High","Mat ket noi voi bo dieu khien cong sac","2024-11-23T22:27:39.3645313",,,1
946,"ERR-00946",88,107,"Low","Can hieu chuan lai cam bien trang thai dau sac","2024-12-04T22:27:39.3645313","2024-12-06T12:27:39.3645313",30,0
947,"ERR-00947",88,108,"Low","Can hieu chuan lai cam bien trang thai dau sac","2024-12-15T22:27:39.3645313","2024-12-17T13:27:39.3645313",31,0
948,"ERR-00948",88,109,"Medium","Dong dien dao dong bat thuong trong gio cao diem","2024-12-26T22:27:39.3645313","2024-12-28T14:27:39.3645313",32,0
949,"ERR-00949",86,110,"Low","Can hieu chuan lai cam bien trang thai dau sac","2025-01-06T22:27:39.3645313","2025-01-08T15:27:39.3645313",33,0
950,"ERR-00950",86,111,"Low","Can hieu chuan lai cam bien trang thai dau sac","2025-01-17T22:27:39.3645313","2025-01-19T16:27:39.3645313",34,0
951,"ERR-00951",86,112,"Medium","Dong dien dao dong bat thuong trong gio cao diem","2025-01-28T22:27:39.3645313","2025-01-30T17:27:39.3645313",35,0
952,"ERR-00952",84,113,"Critical","Nhiet do dau sac vuot nguong, tam dung phien sac de kiem tra","2025-02-08T22:27:39.3645313","2025-02-10T18:27:39.3645313",36,0
953,"ERR-00953",84,114,"Low","Can hieu chuan lai cam bien trang thai dau sac","2025-02-19T22:27:39.3645313","2025-02-21T19:27:39.3645313",9,0
954,"ERR-00954",84,115,"Medium","Dong dien dao dong bat thuong trong gio cao diem","2025-03-02T22:27:39.3645313",,,1
955,"ERR-00955",82,116,"Low","Can hieu chuan lai cam bien trang thai dau sac","2025-03-13T22:27:39.3645313","2025-03-15T21:27:39.3645313",11,0
956,"ERR-00956",82,117,"Low","Can hieu chuan lai cam bien trang thai dau sac","2025-03-24T22:27:39.3645313","2025-03-26T22:27:39.3645313",12,0
957,"ERR-00957",82,118,"Medium","Dong dien dao dong bat thuong trong gio cao diem","2025-04-04T22:27:39.3645313","2025-04-06T23:27:39.3645313",13,0
958,"ERR-00958",79,119,"Low","Can hieu chuan lai cam bien trang thai dau sac","2025-04-15T22:27:39.3645313","2025-04-18T00:27:39.3645313",14,0
959,"ERR-00959",79,120,"High","Mat ket noi voi bo dieu khien cong sac","2025-04-26T22:27:39.3645313","2025-04-29T01:27:39.3645313",15,0
960,"ERR-00960",79,121,"Medium","Dong dien dao dong bat thuong trong gio cao diem","2025-05-07T22:27:39.3645313","2025-05-08T02:27:39.3645313",16,0
961,"ERR-00961",77,122,"Low","Can hieu chuan lai cam bien trang thai dau sac","2025-05-18T22:27:39.3645313","2025-05-19T03:27:39.3645313",17,0
962,"ERR-00962",77,123,"Low","Can hieu chuan lai cam bien trang thai dau sac","2025-05-29T22:27:39.3645313","2025-05-30T04:27:39.3645313",18,0
963,"ERR-00963",77,124,"Medium","Dong dien dao dong bat thuong trong gio cao diem","2025-06-09T22:27:39.3645313",,,1
964,"ERR-00964",71,125,"Low","Can hieu chuan lai cam bien trang thai dau sac","2025-06-20T22:27:39.3645313","2025-06-21T06:27:39.3645313",20,0
965,"ERR-00965",71,126,"Low","Can hieu chuan lai cam bien trang thai dau sac","2025-07-01T22:27:39.3645313","2025-07-02T07:27:39.3645313",21,0
966,"ERR-00966",71,127,"High","Mat ket noi voi bo dieu khien cong sac","2025-07-12T22:27:39.3645313","2025-07-13T08:27:39.3645313",22,0
967,"ERR-00967",72,128,"Low","Can hieu chuan lai cam bien trang thai dau sac","2025-07-23T22:27:39.3645313","2025-07-24T09:27:39.3645313",23,0
968,"ERR-00968",72,129,"Low","Can hieu chuan lai cam bien trang thai dau sac","2025-08-03T22:27:39.3645313","2025-08-04T10:27:39.3645313",24,0
969,"ERR-00969",72,130,"Critical","Nhiet do dau sac vuot nguong, tam dung phien sac de kiem tra","2025-08-14T22:27:39.3645313","2025-08-15T11:27:39.3645313",25,0
970,"ERR-00970",66,131,"Low","Can hieu chuan lai cam bien trang thai dau sac","2025-08-25T22:27:39.3645313","2025-08-26T12:27:39.3645313",26,0
971,"ERR-00971",66,132,"Low","Can hieu chuan lai cam bien trang thai dau sac","2025-09-05T22:27:39.3645313","2025-09-06T13:27:39.3645313",27,0
972,"ERR-00972",66,133,"Medium","Dong dien dao dong bat thuong trong gio cao diem","2025-09-16T22:27:39.3645313",,,1
973,"ERR-00973",63,134,"High","Mat ket noi voi bo dieu khien cong sac","2025-09-27T22:27:39.3645313","2025-09-28T15:27:39.3645313",29,0
974,"ERR-00974",63,135,"Low","Can hieu chuan lai cam bien trang thai dau sac","2025-10-08T22:27:39.3645313","2025-10-09T16:27:39.3645313",30,0
975,"ERR-00975",63,136,"Medium","Dong dien dao dong bat thuong trong gio cao diem","2025-10-19T22:27:39.3645313","2025-10-20T17:27:39.3645313",31,0
976,"ERR-00976",64,137,"Low","Can hieu chuan lai cam bien trang thai dau sac","2025-10-30T22:27:39.3645313","2025-10-31T18:27:39.3645313",32,0
977,"ERR-00977",64,138,"Low","Can hieu chuan lai cam bien trang thai dau sac","2025-11-10T22:27:39.3645313","2025-11-11T19:27:39.3645313",33,0
978,"ERR-00978",64,139,"Medium","Dong dien dao dong bat thuong trong gio cao diem","2025-11-21T22:27:39.3645313","2025-11-22T20:27:39.3645313",34,0
979,"ERR-00979",61,140,"Low","Can hieu chuan lai cam bien trang thai dau sac","2025-12-02T22:27:39.3645313","2025-12-03T21:27:39.3645313",35,0
980,"ERR-00980",61,141,"High","Mat ket noi voi bo dieu khien cong sac","2025-12-13T22:27:39.3645313","2025-12-14T22:27:39.3645313",36,0
981,"ERR-00981",61,142,"Medium","Dong dien dao dong bat thuong trong gio cao diem","2025-12-24T22:27:39.3645313",,,1
982,"ERR-00982",58,143,"Low","Can hieu chuan lai cam bien trang thai dau sac","2026-01-04T22:27:39.3645313","2026-01-06T00:27:39.3645313",10,0
983,"ERR-00983",58,144,"Low","Can hieu chuan lai cam bien trang thai dau sac","2026-01-15T22:27:39.3645313","2026-01-17T01:27:39.3645313",11,0
984,"ERR-00984",58,145,"Medium","Dong dien dao dong bat thuong trong gio cao diem","2026-01-26T22:27:39.3645313","2026-01-28T02:27:39.3645313",12,0
985,"ERR-00985",56,146,"Low","Can hieu chuan lai cam bien trang thai dau sac","2026-02-06T22:27:39.3645313","2026-02-08T03:27:39.3645313",13,0
986,"ERR-00986",56,147,"Critical","Nhiet do dau sac vuot nguong, tam dung phien sac de kiem tra","2026-02-17T22:27:39.3645313","2026-02-19T04:27:39.3645313",14,0
987,"ERR-00987",56,148,"High","Mat ket noi voi bo dieu khien cong sac","2026-02-28T22:27:39.3645313","2026-03-02T05:27:39.3645313",15,0
988,"ERR-00988",49,149,"Low","Can hieu chuan lai cam bien trang thai dau sac","2026-03-11T22:27:39.3645313","2026-03-13T06:27:39.3645313",16,0
989,"ERR-00989",49,150,"Low","Can hieu chuan lai cam bien trang thai dau sac","2026-03-22T22:27:39.3645313","2026-03-24T07:27:39.3645313",17,0
990,"ERR-00990",49,151,"Medium","Dong dien dao dong bat thuong trong gio cao diem","2026-04-02T22:27:39.3645313",,,1
991,"ERR-00991",54,152,"Low","Can hieu chuan lai cam bien trang thai dau sac","2026-04-13T22:27:39.3645313","2026-04-15T09:27:39.3645313",19,0
992,"ERR-00992",54,153,"Low","Can hieu chuan lai cam bien trang thai dau sac","2026-04-24T22:27:39.3645313","2026-04-26T10:27:39.3645313",20,0
993,"ERR-00993",54,154,"Medium","Dong dien dao dong bat thuong trong gio cao diem","2026-05-05T22:27:39.3645313","2026-05-07T11:27:39.3645313",21,0
994,"ERR-00994",51,155,"High","Mat ket noi voi bo dieu khien cong sac","2026-05-16T22:27:39.3645313","2026-05-18T12:27:39.3645313",22,0
995,"ERR-00995",51,156,"Low","Can hieu chuan lai cam bien trang thai dau sac","2026-05-27T22:27:39.3645313","2026-05-29T13:27:39.3645313",23,0
996,"ERR-00996",51,157,"Medium","Dong dien dao dong bat thuong trong gio cao diem","2024-06-07T22:27:39.3645313","2024-06-09T14:27:39.3645313",24,0
997,"ERR-00997",47,158,"Low","Can hieu chuan lai cam bien trang thai dau sac","2024-06-18T22:27:39.3645313","2024-06-20T15:27:39.3645313",25,0
998,"ERR-00998",47,159,"Low","Can hieu chuan lai cam bien trang thai dau sac","2024-06-29T22:27:39.3645313","2024-07-01T16:27:39.3645313",26,0
999,"ERR-00999",47,160,"Medium","Dong dien dao dong bat thuong trong gio cao diem","2024-07-10T22:27:39.3645313",,,1
1000,"ERR-01000",45,161,"Low","Can hieu chuan lai cam bien trang thai dau sac","2024-07-21T22:27:39.3645313","2024-07-23T18:27:39.3645313",28,0
1001,"ERR-01001",45,162,"High","Mat ket noi voi bo dieu khien cong sac","2024-08-01T22:27:39.3645313","2024-08-03T19:27:39.3645313",29,0
1002,"ERR-01002",45,163,"Medium","Dong dien dao dong bat thuong trong gio cao diem","2024-08-12T22:27:39.3645313","2024-08-14T20:27:39.3645313",30,0
1003,"ERR-01003",43,164,"Critical","Nhiet do dau sac vuot nguong, tam dung phien sac de kiem tra","2024-08-23T22:27:39.3645313","2024-08-25T21:27:39.3645313",31,0
1004,"ERR-01004",43,165,"Low","Can hieu chuan lai cam bien trang thai dau sac","2024-09-03T22:27:39.3645313","2024-09-05T22:27:39.3645313",32,0
1005,"ERR-01005",43,166,"Medium","Dong dien dao dong bat thuong trong gio cao diem","2024-09-14T22:27:39.3645313","2024-09-16T23:27:39.3645313",33,0
1006,"ERR-01006",40,167,"Low","Can hieu chuan lai cam bien trang thai dau sac","2024-09-25T22:27:39.3645313","2024-09-28T00:27:39.3645313",34,0
1007,"ERR-01007",40,168,"Low","Can hieu chuan lai cam bien trang thai dau sac","2024-10-06T22:27:39.3645313","2024-10-09T01:27:39.3645313",35,0
1008,"ERR-01008",40,169,"High","Mat ket noi voi bo dieu khien cong sac","2024-10-17T22:27:39.3645313",,,1
1009,"ERR-01009",41,170,"Low","Can hieu chuan lai cam bien trang thai dau sac","2024-10-28T22:27:39.3645313","2024-10-29T03:27:39.3645313",9,0
1010,"ERR-01010",41,171,"Low","Can hieu chuan lai cam bien trang thai dau sac","2024-11-08T22:27:39.3645313","2024-11-09T04:27:39.3645313",10,0
1011,"ERR-01011",41,172,"Medium","Dong dien dao dong bat thuong trong gio cao diem","2024-11-19T22:27:39.3645313","2024-11-20T05:27:39.3645313",11,0
1012,"ERR-01012",36,173,"Low","Can hieu chuan lai cam bien trang thai dau sac","2024-11-30T22:27:39.3645313","2024-12-01T06:27:39.3645313",12,0
1013,"ERR-01013",36,174,"Low","Can hieu chuan lai cam bien trang thai dau sac","2024-12-11T22:27:39.3645313","2024-12-12T07:27:39.3645313",13,0
1014,"ERR-01014",36,175,"Medium","Dong dien dao dong bat thuong trong gio cao diem","2024-12-22T22:27:39.3645313","2024-12-23T08:27:39.3645313",14,0
1015,"ERR-01015",33,176,"High","Mat ket noi voi bo dieu khien cong sac","2025-01-02T22:27:39.3645313","2025-01-03T09:27:39.3645313",15,0
1016,"ERR-01016",33,177,"Low","Can hieu chuan lai cam bien trang thai dau sac","2025-01-13T22:27:39.3645313","2025-01-14T10:27:39.3645313",16,0
1017,"ERR-01017",33,178,"Medium","Dong dien dao dong bat thuong trong gio cao diem","2025-01-24T22:27:39.3645313",,,1
1018,"ERR-01018",31,179,"Low","Can hieu chuan lai cam bien trang thai dau sac","2025-02-04T22:27:39.3645313","2025-02-05T12:27:39.3645313",18,0
