VehicleID,UserID,PlateNumber,Brand,Model,BatteryCapacityKWh,PreferredConnectorTypeID,IsActive,CreatedAt
573,270,"61E-60219","Tesla","Model Y",78.00,1,1,"2024-03-21T00:00:00.0000000"
574,273,"51E-60222","VinFast","VF e34",42.00,1,1,"2024-03-27T00:00:00.0000000"
575,276,"61E-60225","Tesla","Model Y",78.00,1,1,"2024-02-17T00:00:00.0000000"
576,279,"51E-60228","VinFast","VF e34",42.00,1,1,"2024-02-23T00:00:00.0000000"
577,282,"61E-60231","Tesla","Model Y",78.00,1,1,"2024-02-29T00:00:00.0000000"
578,285,"51E-60234","VinFast","VF e34",42.00,1,1,"2024-03-06T00:00:00.0000000"
579,288,"61E-60237","Tesla","Model Y",78.00,1,1,"2024-03-12T00:00:00.0000000"
580,291,"51E-60240","VinFast","VF e34",42.00,1,1,"2024-03-18T00:00:00.0000000"
581,294,"61E-60243","Tesla","Model Y",78.00,1,1,"2024-03-24T00:00:00.0000000"
582,297,"51E-60246","VinFast","VF e34",42.00,1,1,"2024-03-30T00:00:00.0000000"
583,300,"61E-60249","Tesla","Model Y",78.00,1,1,"2024-04-05T00:00:00.0000000"
584,303,"51E-60252","VinFast","VF e34",42.00,1,1,"2024-04-11T00:00:00.0000000"
585,306,"61E-60255","Tesla","Model Y",78.00,1,1,"2024-04-17T00:00:00.0000000"
586,309,"51E-60258","VinFast","VF e34",42.00,1,1,"2024-04-23T00:00:00.0000000"
587,312,"61E-60261","Tesla","Model Y",78.00,1,1,"2024-04-29T00:00:00.0000000"
588,315,"51E-60264","VinFast","VF e34",42.00,1,1,"2024-05-05T00:00:00.0000000"
589,318,"61E-60267","Tesla","Model Y",78.00,1,1,"2024-05-11T00:00:00.0000000"
590,321,"51E-60270","VinFast","VF e34",42.00,1,1,"2024-04-02T00:00:00.0000000"
591,324,"61E-60273","Tesla","Model Y",78.00,1,1,"2024-04-08T00:00:00.0000000"
592,327,"51E-60276","VinFast","VF e34",42.00,1,1,"2024-04-14T00:00:00.0000000"
593,330,"61E-60279","Tesla","Model Y",78.00,1,1,"2024-04-20T00:00:00.0000000"
594,333,"51E-60282","VinFast","VF e34",42.00,1,1,"2024-04-26T00:00:00.0000000"
595,336,"61E-60285","Tesla","Model Y",78.00,1,1,"2024-05-02T00:00:00.0000000"
596,339,"51E-60288","VinFast","VF e34",42.00,1,1,"2024-05-08T00:00:00.0000000"
597,342,"61E-60291","Tesla","Model Y",78.00,1,1,"2024-05-14T00:00:00.0000000"
598,345,"51E-60294","VinFast","VF e34",42.00,1,1,"2024-05-20T00:00:00.0000000"
599,348,"61E-60297","Tesla","Model Y",78.00,1,1,"2024-05-26T00:00:00.0000000"
600,351,"51E-60300","VinFast","VF e34",42.00,1,1,"2024-06-01T00:00:00.0000000"
601,354,"61E-60303","Tesla","Model Y",78.00,1,1,"2024-06-07T00:00:00.0000000"
602,357,"51E-60306","VinFast","VF e34",42.00,1,1,"2024-06-13T00:00:00.0000000"
603,360,"61E-60309","Tesla","Model Y",78.00,1,1,"2024-06-19T00:00:00.0000000"
604,363,"51E-60312","VinFast","VF e34",42.00,1,1,"2024-06-25T00:00:00.0000000"
605,366,"61E-60315","Tesla","Model Y",78.00,1,1,"2024-05-17T00:00:00.0000000"
606,369,"51E-60318","VinFast","VF e34",42.00,1,1,"2024-05-23T00:00:00.0000000"
607,372,"61E-60321","Tesla","Model Y",78.00,1,1,"2024-05-29T00:00:00.0000000"
608,375,"51E-60324","VinFast","VF e34",42.00,1,1,"2024-06-04T00:00:00.0000000"
609,378,"61E-60327","Tesla","Model Y",78.00,1,1,"2024-06-10T00:00:00.0000000"
610,381,"51E-60330","VinFast","VF e34",42.00,1,1,"2024-06-16T00:00:00.0000000"
611,384,"61E-60333","Tesla","Model Y",78.00,1,1,"2024-06-22T00:00:00.0000000"
612,387,"51E-60336","VinFast","VF e34",42.00,1,1,"2024-06-28T00:00:00.0000000"
613,390,"61E-60339","Tesla","Model Y",78.00,1,1,"2024-07-04T00:00:00.0000000"
614,393,"51E-60342","VinFast","VF e34",42.00,1,1,"2024-07-10T00:00:00.0000000"
615,396,"61E-60345","Tesla","Model Y",78.00,1,1,"2024-07-16T00:00:00.0000000"
616,399,"51E-60348","VinFast","VF e34",42.00,1,1,"2024-07-22T00:00:00.0000000"
617,402,"61E-60351","Tesla","Model Y",78.00,1,1,"2024-07-28T00:00:00.0000000"
618,405,"51E-60354","VinFast","VF e34",42.00,1,1,"2024-08-03T00:00:00.0000000"
619,408,"61E-60357","Tesla","Model Y",78.00,1,1,"2024-08-09T00:00:00.0000000"
620,411,"51E-60360","VinFast","VF e34",42.00,1,1,"2024-01-03T00:00:00.0000000"
621,414,"61E-60363","Tesla","Model Y",78.00,1,1,"2024-01-09T00:00:00.0000000"
622,417,"51E-60366","VinFast","VF e34",42.00,1,1,"2024-01-15T00:00:00.0000000"
623,420,"61E-60369","Tesla","Model Y",78.00,1,1,"2024-01-21T00:00:00.0000000"
624,423,"51E-60372","VinFast","VF e34",42.00,1,1,"2024-01-27T00:00:00.0000000"
625,426,"61E-60375","Tesla","Model Y",78.00,1,1,"2024-02-02T00:00:00.0000000"
626,429,"51E-60378","VinFast","VF e34",42.00,1,1,"2024-02-08T00:00:00.0000000"
627,432,"61E-60381","Tesla","Model Y",78.00,1,1,"2024-02-14T00:00:00.0000000"
628,435,"51E-60384","VinFast","VF e34",42.00,1,1,"2024-02-20T00:00:00.0000000"
629,438,"61E-60387","Tesla","Model Y",78.00,1,1,"2024-02-26T00:00:00.0000000"
630,441,"51E-60390","VinFast","VF e34",42.00,1,1,"2024-03-03T00:00:00.0000000"
631,444,"61E-60393","Tesla","Model Y",78.00,1,1,"2024-03-09T00:00:00.0000000"
632,447,"51E-60396","VinFast","VF e34",42.00,1,1,"2024-03-15T00:00:00.0000000"
633,450,"61E-60399","Tesla","Model Y",78.00,1,1,"2024-03-21T00:00:00.0000000"
634,453,"51E-60402","VinFast","VF e34",42.00,1,1,"2024-03-27T00:00:00.0000000"
635,456,"61E-60405","Tesla","Model Y",78.00,1,1,"2024-02-17T00:00:00.0000000"
636,459,"51E-60408","VinFast","VF e34",42.00,1,1,"2024-02-23T00:00:00.0000000"
637,462,"61E-60411","Tesla","Model Y",78.00,1,1,"2024-02-29T00:00:00.0000000"
638,465,"51E-60414","VinFast","VF e34",42.00,1,1,"2024-03-06T00:00:00.0000000"
639,468,"61E-60417","Tesla","Model Y",78.00,1,1,"2024-03-12T00:00:00.0000000"
640,471,"51E-60420","VinFast","VF e34",42.00,1,1,"2024-03-18T00:00:00.0000000"
641,474,"61E-60423","Tesla","Model Y",78.00,1,1,"2024-03-24T00:00:00.0000000"
642,477,"51E-60426","VinFast","VF e34",42.00,1,1,"2024-03-30T00:00:00.0000000"
643,480,"61E-60429","Tesla","Model Y",78.00,1,1,"2024-04-05T00:00:00.0000000"
644,483,"51E-60432","VinFast","VF e34",42.00,1,1,"2024-04-11T00:00:00.0000000"
645,486,"61E-60435","Tesla","Model Y",78.00,1,1,"2024-04-17T00:00:00.0000000"
646,489,"51E-60438","VinFast","VF e34",42.00,1,1,"2024-04-23T00:00:00.0000000"
647,492,"61E-60441","Tesla","Model Y",78.00,1,1,"2024-04-29T00:00:00.0000000"
648,495,"51E-60444","VinFast","VF e34",42.00,1,1,"2024-05-05T00:00:00.0000000"
649,498,"61E-60447","Tesla","Model Y",78.00,1,1,"2024-05-11T00:00:00.0000000"
650,501,"51E-60450","VinFast","VF e34",42.00,1,1,"2024-04-02T00:00:00.0000000"
651,504,"61E-60453","Tesla","Model Y",78.00,1,1,"2024-04-08T00:00:00.0000000"
652,507,"51E-60456","VinFast","VF e34",42.00,1,1,"2024-04-14T00:00:00.0000000"
653,510,"61E-60459","Tesla","Model Y",78.00,1,1,"2024-04-20T00:00:00.0000000"
654,513,"51E-60462","VinFast","VF e34",42.00,1,1,"2024-04-26T00:00:00.0000000"
655,516,"61E-60465","Tesla","Model Y",78.00,1,1,"2024-05-02T00:00:00.0000000"
656,519,"51E-60468","VinFast","VF e34",42.00,1,1,"2024-05-08T00:00:00.0000000"
657,522,"61E-60471","Tesla","Model Y",78.00,1,1,"2024-05-14T00:00:00.0000000"
658,525,"51E-60474","VinFast","VF e34",42.00,1,1,"2024-05-20T00:00:00.0000000"
659,528,"61E-60477","Tesla","Model Y",78.00,1,1,"2024-05-26T00:00:00.0000000"
660,531,"51E-60480","VinFast","VF e34",42.00,1,1,"2024-06-01T00:00:00.0000000"
661,534,"61E-60483","Tesla","Model Y",78.00,1,1,"2024-06-07T00:00:00.0000000"
662,537,"51E-60486","VinFast","VF e34",42.00,1,1,"2024-06-13T00:00:00.0000000"
663,540,"61E-60489","Tesla","Model Y",78.00,1,1,"2024-06-19T00:00:00.0000000"
664,543,"51E-60492","VinFast","VF e34",42.00,1,1,"2024-06-25T00:00:00.0000000"
665,546,"61E-60495","Tesla","Model Y",78.00,1,1,"2024-05-17T00:00:00.0000000"
666,549,"51E-60498","VinFast","VF e34",42.00,1,1,"2024-05-23T00:00:00.0000000"
667,52,"FEATURE-DEMO-3C4CDD4","VinFast","VF 8 Plus",87.70,1,1,"2026-06-02T16:09:16.8655008"
